id,title,englishTitle,score
50208,"3-byougo, Yajuu.: Goukon de Sumi ni Ita Kare wa Midara Nikushoku deshita","3 Seconds Later, He Turned Into a Beast",5.64
51218,"BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!","null",7.68
51225,"Uma Musume: Pretty Derby - 1st Anniversary Special Animation","null",7.05
50434,"Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai","null",6.21
50051,"Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu","null",6.26
51088,"Eroriman","null",6.35
51243,"Aharen-san wa Hakarenai Mini","null",5.91
50905,"Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials","null",6.17
50919,"Princess Principal: Crown Handler Movie 2 - Revealing Reviews","null",6.53
51068,"Manga "Bakemonogatari" Shaft Seisaku Tokubetsu PV","Bakemonogatari Shaft Special Production PV",7.21
51296,"Tokyo 24-ku: Reversal Film","null",5.72
50435,"Sei Dorei Gakuen 2","null",6.1
51608,"Q","Q",7.51
44025,"Doraemon Movie 41: Nobita no Little Star Wars","Doraemon the Movie 2021: Nobita's Space War (Little Star Wars)",7.02
51321,"Echo","null",6.92
51309,"Sukuwareru Ramiris","null",6.47
50285,"On Air Dekinai!","null",5.74
51340,"Arifureta Shokugyou de Sekai Saikyou 2nd Season Picture Drama","Arifureta: From Commonplace to World's Strongest Season 2 Picture Drama",6.09
50418,"Ninjala (TV)","null",5.44
50667,"Xingchen Bian: Po Tian Mi Ju","null",7.5
51015,"Piplup Step","null",7.02
50444,"Yong Sheng","null",7.07
50430,"Wo de Yi Jie Zhi Lu","My Journey in an Alternate World",6.01
50930,"Kumichou Musume to Sewagakari Picture Drama","The Yakuza's Guide to Babysitting Picture Drama",5.79
51308,"Yoku","null",7.5
51542,"Kyokou Suiri Mini Anime Season 2","In/Spectre Mini Anime Season 2",5.72
51378,"Senkou","null",6.69
51084,"I Wanna","I Wanna",6.89
51131,"Qi Jie Diyi Xian","The First Immortal of the Seven Realms",6.19
51494,"Template","null",7.35
50925,"Zhu Tian Ji","Thousands of worlds",6.83
48954,"Hairpin Double","null",5.15
50495,"Garugaku. II: Lucky Stars","null",null
50762,"Anata wo Hitokoto de Arawashite Kudasai: no Shitsumon ga Nigate da.","null",6.14
51013,"A Ripple in Time","null",6.09
51349,"Mahoutsukai Reimeiki Mini Anime","The Dawn of the Witch Mini Anime",5.51
50934,"Stars*Collection!","Stars*Collection",6.68
51465,"Jantama Pong☆ Web Special","null",5.47
50441,"Qian Cong Shou","The Indomitable",6.23
48582,"The King of Fighters XV","null",6.49
51407,"Brand new Pastel Road!","null",6.48
51543,"Machikado Mazoku: 2-choume Mini","null",5.93
50544,"Long She Yanyi","Dragon's Disciple",6.94
51043,"Kamigawa: Kagayakeru Sekai","Kamigawa: Neon Dynasty Official Animated Trailer - Magic: The Gathering",6.58
51230,"Taikutsu wo Saien Shinaide","Don’t replay the boredom.",7.27
50774,"My Song","null",7
51457,"Wu Ying Sanqian Dao","null",6.27
51161,"Bokura Mada Underground (2022)","null",6.33
51263,"Bakugan: Evolutions","Bakugan: Evolutions",5.65
53642,"Odd Taxi Picture Drama","null",5.8
51439,"Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto Mini Anime","Heroines Run the Show: The Unpopular Girl and the Secret Task Mini Anime",5.7
51768,"Girigiri Warukunai Watame","Watame Did Borderline Nothing Wrong",6.7
51911,"Play Dice!","null",6.8
50815,"It'll Be Fine!","null",6.5
49844,"Kirakira Kirari","null",6.43
50522,"Teikou Penguin","null",null
52216,"Twisted-Wonderland 2-shuunen Kinen PV","Twisted-Wonderland 2nd Anniversary PV",6.34
51008,"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun","null",6.25
50565,"Bing Zhu Qi Hun","The Soul of Soldier Master",6.04
51623,"Wan Yu Zhi Wang","null",5.74
53861,"Ryuukyuu Timeline 2: Tedako no Machi Tanbou","Ryukyu Timeline 2: Searching for the City of the Tedako",5.56
50629,"Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2","null",6.91
51089,"Melt (2022)","Melt",6.09
51580,"Happiness World","null",6.12
50881,"Kono Machi ni Hare wa Konai","null",6.49
50970,"Bukusuta The World","null",null
51544,"Suisei no Freyline: Prologue","null",5.38
50271,"Hua Jianghu: Bu Liang Ren V","null",null
52011,"Love Live! Nijigasaki Gakuen School Idol Doukoukai Recap","null",6.21
51300,"SpoGomi: World Cup Exhibition Match-hen","SpoGomi: World Cup Exhibition Match Arc",5.35
51414,"Uchuu Camper Chicchi","Space Camper Chicchi",5.52
51424,"Metamon to! Purin no Stage","Pokémon Kids TV: Jigglypuff's Mini Concert",5.78
51842,"Seven Count","null",6.36
50840,"Metamon to! Oyasumi Mokurou","Pokémon Kids TV: Good Night Rowlet",5.72
50849,"Jing Cui Xian Zun","The Tale of The Spirit Stone",null
48914,"Zhen Dao Ge: Chenshi Hang","null",6.27
50931,"Omoikou","null",6.58
51561,"Dilemma","Dilemma",6.58
49806,"Inzai Aru Aru Monogatari","null",null
52454,"UnAlive","null",6.26
51087,"Repaint","null",6.45
51375,"Hakkoutai Solar Cycle","null",6.17
51150,"Metamon to! Wooper to Katazuke","Pokémon Kids TV: Wooper, Let's Tidy Up!",5.86
51000,"Mao Zhi Ming Specials","null",6.15
51183,"Yin Yang Shi: Ping An Wu Yu 3rd Season","null",null
55362,"Guiying Yu Li Shi Zhentan Shiwusuo","null",5.67
51476,"Parasite","Parasite",6.41
51885,"Pikachu, Pochama to Fushigi na Nendo","Pokémon Kids TV: Pikachu, Piplup and the Playful Clay!",5.51
50993,"Shiyakusho","null",6.21
51412,"Tenjin","null",null
51574,"Neko Naraba Ikeru","null",6.09
51198,"Xing Hai Qishi: Xinghuo Chongran","Knights on Debris: Spark Reignited",6.21
51045,"Sode no Quilt","Quilt",6.32
51299,"Ore, Tsushima x Na Mo Naki Nezumi","null",5.7
50572,"Hua Kaizhang Meili","null",null
51493,"Genei","null",6.06
52997,"Kokoro to Iu Na no Fukakai","null",6.48
51185,"Nonsense Bungaku (2022)","null",6.01
50681,"Baby-Hamitang","null",null
53001,"Hanabi (2022)","Fireworks (2022)",6.29
51816,"Over Light","Over Light",5.98
51516,"At Atelier","null",5.95
50797,"Mao Xian Dong De Shou!","null",null
51405,"Shi Wangzhe A?","null",null
53007,"Kagakushuu","null",6.35
51233,"Darkroom","null",6.14
51132,"Akachan Honbuchou 2nd Season","Baby in Charge 2nd Season",null
51236,"Sekigahara Gassen: Kiro ni Tatta Tarui no Bushou-tachi","null",null
50876,"Sugar Loss","Sugar Loss",6.38
51515,"Deep Sea Swing","null",5.95
51504,"Shiori","null",6.48
51238,"Miko Note Episode 0: Zenjitsudan","null",null
50784,"Hotaru wa Inakatta","null",5.9
51513,"Kruel Kreator","null",6.09
52540,"New Start de Ready Go!","null",5.52
51482,"Generic Riot!!","Generic Riot!!",6.2
52541,"Starting Over","null",5.62
50790,"Maji de Wakaru! Waccha PriMagi Gakuen","null",null
51336,"Echigo Bakufu","null",null
51154,"I Love Me","null",null
50973,"Mugen no Ao","Infinite Blue",6
52076,"Akikan no Tuna","null",null
51342,"Parasite Piano","null",null
51755,"Titipo Titipo 3","Titipo Titipo Season 3",null
51413,"Rock'n Oyone","null",null
51456,"Suki Datta (Hazu Datta)","null",null
52053,"Zannen na Ikimono Jiten (2022)","Encyclopedia of Pitiful Creatures (2022)",null
51442,"Mermaid","Mermaid",null
51485,"Talk with God","null",null
51997,"Akachan Honbuchou 3rd Season","null",null
55244,"Paku","null",null
52510,"Chameleon (Music)","Chameleon",null
42846,"Sakura Melody","null",null
53275,"Suki ni Zen Furou","null",null
54282,"Datte Kyou made Koiwazurai","null",null
54067,"Tokugawa Cup Noodle Kinshirei","null",null
51913,"Inochi wa Dare no Mono","null",null
51877,"Wo Men de Dong Ao","Me And My Winter Games",null
54066,"2005","null",null
51315,"Daraku Seikatsu","null",null
52512,"Zurui Maboroshi","null",null
51210,"Long Wang Dian 2nd Season","Temple of Dragon King 2nd Season",null
51202,"Kimi to Soda","null",null
51880,"Xi Yangyang Yu Hui Tailang: Kuang Chu Weilai","Pleasant Goat and Big Big Wolf: Dunk For Future",null
51341,"Last Live","null",null
51469,"Ohiru no Shocker-san","Shocker During the Day",null
51311,"Chinese Blue","null",null
51211,"Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi","null",null
51262,"Tata Tu Ran Xiang Dao 2","Tata's Rainbow Brainstorm 2",null
54119,"Fighting 32nd Olympic","null",null
51881,"Xiao Hu Dun Da Yingxiong","Run, Tiger Run!",null
51316,"Otomo Shimasu","null",null
51237,"Anata no wo Uchi ga Eigakan","Your House is a Movie Theater",null
51939,"Xiao Shizi Sai Ji 2nd Season","null",null
53573,"Xian Yu Ge Specials","Salted Fish Specials",null
53156,"Oni no Ko","null",null
54466,"Tricologe","null",null
55364,"Ain't Seen Nothing Like This","Ain't Seen Nothing Like This",null
54152,"Nani Yatte mo Umaku Ikanai feat. asmi","Nothing's Working Out feat. asmi",null
54158,"Banana Bread Pudding","null",null
53374,"Baby Tayo Dong-yo","Baby Tayo Songs",null
55483,"Amagami","null",null
54195,"Melty","null",null
53299,"It's All About You feat. Sirup","null",null
53682,"Sangsil-ui Jib","The House of Loss",null
54132,"Won't Be Long","null",null
54325,"Sincereality","null",null
54557,"Kaigan","Crab Eyes",null
55185,"Frisbee","Frisbee",null
52023,"Washimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija","null",null
54269,"Shimajirou no Wow! Movie 10: Shimajirou to Kirakira Oukoku no Ouji-sama","null",null
54346,"Oshiri Tantei Movie 4: Shiriarty","null",null
51879,"Xiangzhe Mingliang Na Fang","To the Bright Side",null
53036,"Steamo","null",null
54566,"Tobacco Kumo","null",null
53700,"Hantou no Tori","Bird in the Peninsula",null
54539,"Ki no Uta","Ouka",null
54567,"Shikori Empathy","null",null
54636,"Mahoroba","null",null
53726,"Ashuai 7th Season","null",null
54559,"Hirogaru, Sekai","null",null
54296,"Kawa Nagu Kasouba","The River Was Calm",null
54462,"Hajimari no Owari","End of the Beginning",null
54563,"Nijiiro no Mori","null",null
55142,"Peaches (SUMIN Remix)","Peaches (SUMIN Remix)",null
53699,"Mini Mini Pocket no Ookina Niwa de","In the Big Yard Inside the Teeny-Weeny Pocket",null
55048,"Baempaieosonyeo Dalja","null",null
53709,"Jie Li Dou 4th Season","Zelly Go 4",null
55491,"Mayday","Mayday",null
54090,"Hoshizora no Suizokukan","null",null
55467,"Neuromance","null",null
55337,"Samishii Hito","Lonely",null
55105,"Jifeng Jingshe","null",null
55132,"Nanako Zhichang Da Zuozhan","null",null
55708,"Nazukeau Tabiji","null",null
55555,"The Dentsu Advertising Awards: Walk Walk","The Dentsu Advertising Awards: Walk Walk",null
55589,"Xiong Chumo: Chong Fan Di Qiu","Boonie Bears: Back to Earth",null
55412,"Touitten","Orange Point",null
55260,"Chunfen","The Loach",null
55396,"Lushang","On the Road",null
55559,"Hui Jia Lushang","On My Way Home",null
55261,"Daoying","The Island of Us",null
50265,"Spy x Family","null",8.61
43608,"Kaguya-sama wa Kokurasetai: Ultra Romantic","Kaguya-sama: Love is War - Ultra Romantic",9.05
40356,"Tate no Yuusha no Nariagari Season 2","The Rising of the Shield Hero Season 2",6.55
45613,"Kawaii dake ja Nai Shikimori-san","Shikimori's Not Just a Cutie",6.92
47194,"Summertime Render","Summer Time Rendering",8.51
50631,"Komi-san wa, Comyushou desu. 2nd Season","Komi Can't Communicate Season 2",8.07
50273,"Tomodachi Game","Tomodachi Game",7.71
49520,"Aharen-san wa Hakarenai","Aharen-san wa Hakarenai",7.31
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Skeleton Knight in Another World",7.17
50175,"Yuusha, Yamemasu","I'm Quitting Heroing",7.03
50380,"Paripi Koumei","Ya Boy Kongming!",8.18
50461,"Otome Game Sekai wa Mob ni Kibishii Sekai desu","Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs",7.34
48675,"Kakkou no Iinazuke","A Couple of Cuckoos",6.93
48415,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru","The Greatest Demon Lord Is Reborn as a Typical Nobody",6.28
41461,"Date A Live IV","Date A Live IV",7.78
48643,"Koi wa Sekai Seifuku no Ato de","Love After World Domination",7.44
48548,"5-toubun no Hanayome Movie","The Quintessential Quintuplets Movie",7.88
50549,"Bubble","Bubble",7.26
49052,"Ao Ashi","Aoashi",8.23
47162,"Shokei Shoujo no Virgin Road","The Executioner and Her Way of Life",6.79
48842,"Mahoutsukai Reimeiki","The Dawn of the Witch",6.38
43470,"Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart","Science Fell in Love, So I Tried to Prove It r=1-sinθ",7.31
42429,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season","Ascendance of a Bookworm Season 3",8.08
48779,"Deaimon","Deaimon: Recipe for Happiness",7.57
48903,"Dragon Ball Super: Super Hero","Dragon Ball Super: Super Hero",7.56
48702,"Dance Dance Danseur","Dance Dance Danseur",7.87
41567,"Isekai Quartet Movie: Another World","null",7.47
39518,"Vampire in the Garden","Vampire in the Garden",7.12
42745,"Machikado Mazoku: 2-choume","The Demon Girl Next Door 2",7.86
49692,"Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto","Heroines Run the Show: The Unpopular Girl and the Secret Task",7.27
49722,"Karakai Jouzu no Takagi-san Movie","Teasing Master Takagi-san: The Movie",8.52
50953,"Bastard!! Ankoku no Hakaishin (ONA)","Bastard‼ Heavy Metal, Dark Fantasy",6.63
50248,"Birdie Wing: Golf Girls' Story","Birdie Wing: Golf Girls' Story",7.53
50338,"Kunoichi Tsubaki no Mune no Uchi","In the Heart of Kunoichi Tsubaki",7.16
50160,"Kingdom 4th Season","Kingdom: Season 4",8.75
41915,"Zuihou de Zhaohuan Shi","The Last Summoner",6.57
48742,"Kono Healer, Mendokusai","Don't Hurt Me, My Healer!",6.35
48363,"RPG Fudousan","RPG Real Estate",6.72
50653,"Odd Taxi Movie: In the Woods","null",6.17
39489,"Spriggan (ONA)","null",6.87
49831,"Black★★Rock Shooter: Dawn Fall","null",5.91
51781,"Boku no Hero Academia (ONA)","My Hero Academia ONA",6.81
49556,"Love All Play","Love All Play",6.5
48916,"Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season","Love Live! Nijigasaki High School Idol Club Season 2",7.7
49160,"Shachiku-san wa Youjo Yuurei ni Iyasaretai.","Miss Shachiku and the Little Baby Ghost",7.1
49733,"Yuukoku no Moriarty OVA","Moriarty the Patriot OVA",7.74
48857,"Healer Girl","Healer Girl",7.33
51562,"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na","I'm Quitting Heroing: Remember, the Work Trip is First and Foremost a Learning Opportunity",6.52
48830,"Free! Movie 5: The Final Stroke - Kouhen","null",7.68
49291,"Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki","Magia Record: Puella Magi Madoka Magica Side Story Final Season",6.74
49342,"Shin Ikkitousen","Shin Ikki Tousen",5.81
49691,"Gunjou no Fanfare","Fanfare of Adolescence",6.12
39938,"Inu-Ou","Inu-Oh",7.81
41595,"Tiger & Bunny 2","null",7.43
48777,"Build Divide: Code White","Build Divide -#FFFFFF- Code White",6.62
51145,"Pokemon Legends Arceus: Yuki Hodo Kishi Futaai","Pokémon: Hisuian Snow",7.4
50955,"Onipan!","Onipan!",6.52
49599,"Ani ni Tsukeru Kusuri wa Nai! 5","null",7.25
50678,"Kyoukai Senki Part 2","AMAIM Warrior at the Borderline Part 2",6.52
50012,"Meitantei Conan: Zero no Tea Time","Detective Conan: Zero's Tea Time",6.89
49320,"Detective Conan Movie 25: Halloween no Hanayome","Detective Conan: The Bride of Halloween",8.05
48624,"Re:cycle of the Penguindrum","null",7.12
50685,"Kaginado Season 2","KAGI-NADO",7.35
50862,"Estab-Life: Great Escape","Establishment in Life",6.49
41750,"Koukaku Kidoutai: SAC_2045 Season 2","Ghost in the Shell: SAC_2045 Season 2",6.87
39935,"Ultraman Season 2","null",6.62
50438,"Yatogame-chan Kansatsu Nikki Yonsatsume","null",6.27
49827,"Kidou Senshi Gundam: Cucuruz Doan no Shima","Mobile Suit Gundam: Cucuruz Doan's Island",7.34
50789,"Jantama Pong☆","Mahjong Soul Pon☆",6.03
51217,"Isekai Yarisaa","null",6.76
52289,"Kanojo, Okarishimasu 2nd Season: Date Movie","Rent-a-Girlfriend Season 2: Date Movie",5.64
50060,"Shadowverse Flame","Shadowverse Flame",6.72
51335,"Shen Yin Wangzuo","Throne of Seal",7.72
50607,"Yu☆Gi☆Oh! Go Rush!!","null",5.7
51710,"Marine Shukkou!!","null",7.77
50436,"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.","null",6.17
50443,"Shikong Zhi Xi","Rift",6.46
51294,"Kyonyuu Onna Senshi: Dogeza Saimin","null",6.74
47777,"Toku: Touken Ranbu - Hanamaru - Setsugetsuka","null",6.49
51685,"My Daughter is a Zombie","null",5.69
50804,"Inkou Kyoushi no Sai* Seikatsu Shidouroku","null",6.27
51664,"Harem Cult","null",6.39
52015,"Yofukashi no Uta Mini","null",6.05
51723,"#Ima made de Ichiban Yokatta Sex The Animation","null",6.45
52199,"One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!","One Piece: A Comprehensive Anatomy! The Legend of Kozuki Oden!",6.46
49570,"Wu Dong Qian Kun 3rd Season","null",7.56
51736,"J* Genkai Koubi: Goui Sounyuu de Bachibachi Niku Anaka","null",6.58
51463,"Tsugunai","null",6.15
51594,"Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022)","null",5.7
51525,"Jantama Pong☆ Episode 0","null",5.99
49423,"Kaitou Queen wa Circus ga Osuki","Mirage QUEEN Prefers Circus",6.29
52832,"Shin Jidai","New Genesis",7.84
50250,"Chiikawa","null",5.71
51638,"Doggy God's Street","null",7.35
51663,"Pandemic","null",5.06
51534,"Baraou no Souretsu Recap","null",5.64
51738,"Kakkou no Iikagen","null",5.71
51569,"Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen","Mobile Suit Gundam: Iron-Blooded Orphans Special Edition",6.52
49845,"Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari","null",null
50571,"Zanting! Rang Wo Cha Gonglüe","Pause! Let Me Check the Walkthrough First",6.37
51780,"Digimon Ghost Game Recap","null",5.62
52871,"Watashi wa Saikyou","I'm Invincible",7.1
50433,"Jun You Yun","null",6.8
50575,"Huang Yan","Face on Lie",6.63
51645,"Xiao Mo Tou Baolu La! 2","Busted! Darklord 2",6.69
50562,"Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden","null",6.61
51618,"Boku no Sensou","My War",6.3
51782,"Detective Conan: Love Story at Police Headquarters - Wedding Eve","Detective Conan: Love Story at Police Headquarters - Wedding Eve",6.78
51735,"Jiu Tian Xuan Di Jue 2nd Season","The Success Of Empyrean Xuan Emperor 2nd Season",6.27
52977,"Yuusha, Yamemasu Puchi Hiroma","null",5.7
51778,"Build Divide: Code White Recap","null",5.66
52101,"Shen Ji Long Wei","The Legend of Dragon Soldier",6.38
51554,"Kidou Senshi Gundam 00: Revealed Chronicle","Mobile Suit Gundam 00 Revealed Chronicle",null
50633,"Jiandao Di Yi Xian","null",6.28
51912,"Bouto","Mob",7.07
44073,"Ni Zhenshi Ge Tiancai","null",5.95
51862,"Xin Weiqi Shaonian","null",null
51910,"Mera Mera","null",6.52
51147,"Idol Bu Show Movie","null",null
51863,"Shishang Zui Qiang Nan Zhujiao","The Strongest Male Hero Ever",6.11
51941,"Xing Wushen Jue 2nd Season","null",6.69
51155,"Cap Kakumei Bottleman DX","Cap Revolution Bottleman DX",null
51819,"Bibitto Love","null",6.59
51681,"Xun Jian","Sword Quest",6.01
51636,"Kenda Master Ken (TV)","Kenda Master Ken (TV)",5.55
52763,"Debby the Corsifa wa Makezugirai PV","null",6.39
52612,"Petit! Tokyo Mew Mew New ♡","null",5.84
52222,"Holy Shitto","null",5.91
51791,"Xi Xing Ji: Chongsheng Pian","The Westward",6.57
51864,"Jian Xian Zai Ci","null",6.18
52010,"30-pun de Wakaru! Love Live! Superstar!!","null",6.3
51520,"Xinghe Zhizun 2nd Season","null",null
52000,"Nanamental","null",null
51587,"Mirror Tune","null",6.67
51037,"Duel Masters King Max","null",null
51887,"Pokemon Omosakurabe Battle","Pokémon Kids TV: Weight Championship",5.43
51545,"Fire Emblem Heroes: Lonely Puppeteer (Spring Remix)","null",6.45
40808,"Jewelpet: Attack Travel!","null",null
52200,"Gakusen Toshi Asterisk Mini Drama","null",5.6
52067,"Aihen Jihen","null",6.17
50193,"Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season","null",null
51766,"Nanaraki: Seven Lucky Gods","null",4.91
52042,"HELLO CALLiNG","null",6.32
50600,"Insect Land","null",null
51741,"Period Color","null",6.21
52811,"Ori no Naka no Soloist PV","null",5.83
52382,"Lyrical Monster","null",6.12
51765,"Anti-Hero Generations","null",null
51538,"Shin Gakki da yo! Waccha PriMagi! Gakuen","null",null
52105,"Shaonian Ge Xing: Feng Hua Xue Yue Pian Special","null",null
51385,"Kaiju Yi Zuo Shan","null",null
51893,"Mr.","null",6.49
51746,"Shijian Qiutu Zhi Miwu","Time Prisoner 2",null
52761,"Hyperinflation PV","null",5.7
51825,"Shiguang Dailiren x Laneige: Cheng Xiaoshi Po Fang Weiji","null",null
51824,"Shiguang Dailiren x realme: Shenmi Q Xiansheng de Weituo","null",null
52808,"Kami no Manimani PV","null",null
52762,"Kinemaquia PV","null",5.67
52463,"Madtoy Chatty","null",null
52019,"Xiong Bing Lian 3: Leiting Wan Jun","null",null
52304,"Tensei Ringo","Reincarnation Apple",6.36
52810,"Tate no Kuni PV","null",null
52542,"Forever and...","null",5.62
52543,"Kotoba Uta","null",5.6
50799,"Oshiri Tantei 6th Season","null",null
52226,"Usagi (Special)","Usagi",null
52836,"Baixian","Realign",null
52228,"DEathMAtCH: Real ni Koishiteru","null",null
51821,"Shu Ling Ji 3","null",null
53055,"Jian Yu Yuanzheng: Insomnia De Naxie Shier","Just Esperia Things",null
53418,"Gu Wu Gaoshou Zai Dushi","Kongfu Master in the City",null
52812,"Salad Viking PV","null",null
52413,"Gekkou","Moonlight",null
52225,"Over the Rainbow","null",null
52275,"Shitteiru Tegami","null",5.94
52368,"AOTU Shijie 4","null",null
52004,"Gugumi-chan","null",null
54274,"Happy! Happier! Happiest!","null",null
51767,"Inside","null",null
51934,"Hikousen","Hikosen",null
51937,"Xingji Yi You","null",null
51682,"Tomica Heroes Jobraver: Tokusou Gattai Robo","null",null
53341,"Pick Me Up! Pilot","null",null
52190,"Monster (Music)","null",null
52016,"Youkoso Hoshi no Oyado","Welcome to the Star Inn",null
51891,"The Finest","null",null
53729,"We Are PAC-MAN!","null",null
53971,"Crayon Shin-chan: Uchuu kara no Raihousha Kasube Dai Panic","null",null
52835,"Dang Jingyu You Shang Shatan","Alice on the Beach",null
51496,"Ruguo Lishi Shi Yiqun Miao 8th Season","null",null
52513,"Zetsubou-san","null",null
54458,"Future Eve","null",null
52232,"Niji Kyun Curl Licca-chan","null",null
54153,"Acnes no Uta","null",null
53298,"Akui Sensou","null",null
52607,"Zigi","null",null
52840,"Shushu Buxing Niao 2","Uncle Babysitter 2",null
52452,"Sore Ike! Anpanman: Dororin to Bakeru Carnival","null",null
53624,"Daqiao yi Quan","A Dog Under Bridge",null
53675,"Rebirth: Yuu vs. Great-O-Khan","null",null
52292,"Menghuan Shuyuan 7th Season","Menghuan Shuyuan 7th Season",null
53684,"Mondainai Tripper!","null",null
54083,"Kienai feat. Harutya","null",null
52278,"Serenade","Serenade",null
54465,"Miseen","null",null
53375,"Baby Tayo Dong-yo 2","Baby Tayo Songs 2",null
54159,"Lucy Far","null",null
53340,"Give Me Rice","null",null
53387,"Chuldong! Jungjangbi Saurus","Go! Heavy Machinesaurus",null
53373,"Safari Bus Tayo","Safari Bus Tayo",null
53902,"Megami-chan to Iku! Flag Osaka Office Goannai Tour","null",null
54253,"Sekai, Nishihara Shoukai no Sekai! Part 2 Gyaku featuring Crazy Ken Band","null",null
54476,"Kirawareru Yuuki","Haters Gonna Hate",null
54157,"Neapolitan","null",null
54164,"Muja","null",null
54787,"Hello-Ni-Zd-Marha-Bon-Hola","null",null
53868,"Yudatte Saikоu! Revice Anime Yukemuri Paradise A Go! Go!","Boiling is the Best! Revice Anime: Steam Paradise A Go! Go!",null
54335,"Tokyo Kouya","null",null
55336,"Abyssal Zone","null",null
54668,"A Cappella Samurai: Harmony-tai wa Edo wo Sukuu","null",null
53727,"Ashuai 8th Season","null",null
54089,"Hoshizora wo Miagete: 365 Hi no Hoshi Nikki","null",null
55160,"Buffering","Glitch Mode",null
55492,"Noisy Rainy","Noisy Rainy",null
55490,"Heartbeat","Heartbeat",null
55444,"Noroshi","null",null
55484,"Who Knows the Answer","null",null
55500,"Tarinai","null",null
55026,"Lost My Mind","Lost My Mind",null
55632,"Aishang Zhi Di","A Land of Sorrow",null
55447,"Otose Thunder","Thunder Shoot",null
55674,"Managarmr","null",null
55633,"Day in My Dream","null",null
55485,"Toumei na Shinzou ga Naiteita","null",null
55564,"Yankee Hamster Season 3","Delinquent Hamsters Season 3",null
55418,"Criticism","null",null
55406,"Rakugakisama","After the Rain",null
55764,"Innocent Black","null",null
42310,"Cyberpunk: Edgerunners","null",8.61
51096,"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season","Classroom of the Elite II",8.13
50346,"Yofukashi no Uta","Call of the Night",8
48895,"Overlord IV","Overlord IV",8.09
48413,"Hataraku Maou-sama!!","The Devil is a Part-Timer! Season 2",6.67
50709,"Lycoris Recoil","Lycoris Recoil",8.2
41084,"Made in Abyss: Retsujitsu no Ougonkyou","Made in Abyss: The Golden City of the Scorching Sun",8.66
42963,"Kanojo, Okarishimasu 2nd Season","Rent-a-Girlfriend Season 2",6.85
49220,"Isekai Ojisan","Uncle from Another World",7.85
47164,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen","Is It Wrong to Try to Pick Up Girls in a Dungeon? IV",7.71
49470,"Mamahaha no Tsurego ga Motokano datta","My Stepmom's Daughter Is My Ex",6.76
51213,"Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu","Vermeil in Gold",6.81
44524,"Isekai Meikyuu de Harem wo","Harem in the Labyrinth of Another World",6.57
50612,"Dr. Stone: Ryuusui","Dr. Stone: Ryusui",8.24
51367,"JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2","JoJo's Bizarre Adventure: Stone Ocean Part 2",8.11
51417,"Engage Kiss","Engage Kiss",6.84
51064,"Kuro no Shoukanshi","Black Summoner",7.1
49776,"Kumichou Musume to Sewagakari","The Yakuza's Guide to Babysitting",7.77
47163,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita","My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World",6.31
49438,"Isekai Yakkyoku","Parallel World Pharmacy",7.31
45653,"Soredemo Ayumu wa Yosetekuru","When Will Ayumu Make His Move?",7.05
50410,"One Piece Film: Red","null",7.86
51837,"Saikin Yatotta Maid ga Ayashii","The Maid I Hired Recently Is Mysterious",6.58
49782,"Shadows House 2nd Season","Shadows House 2nd Season",8
51381,"RWBY: Hyousetsu Teikoku","RWBY: Ice Queendom",6.36
